id,group,make_decision,market,score,date
91799,1,0,Los Angeles,0.5,3/19/21
91800,0,1,San Francisco,0.75,3/2/21
91801,0,1,Los Angeles,0.7,3/3/21
91802,1,1,Los Angeles,0.75,3/3/21
91803,1,1,Los Angeles,0.5,3/25/21
91804,1,0,San Francisco,0.8,3/22/21
91805,0,1,Los Angeles,0.95,3/21/21
91806,1,1,Los Angeles,0.7,3/4/21
91807,1,0,Los Angeles,0.05,3/4/21
91808,1,1,Los Angeles,0.7,3/29/21
91809,0,0,Sacramento,0.6,3/14/21
91810,1,0,San Francisco,0.9,3/27/21
91811,0,1,Los Angeles,0.7,3/14/21
91812,0,1,Los Angeles,0.8,3/23/21
91813,0,0,San Francisco,0.85,3/4/21
91814,0,1,Los Angeles,0.2,3/17/21
91815,0,1,Los Angeles,0.8,3/14/21
91816,1,0,San Francisco,0.6,3/26/21
91817,0,1,Los Angeles,0.5,3/25/21
91818,0,1,Los Angeles,0.35,3/1/21
91819,0,1,Los Angeles,0.15,3/10/21
91820,0,1,Los Angeles,0.3,3/26/21
91821,1,1,Los Angeles,0.95,3/20/21
91822,1,1,Los Angeles,0.7,3/1/21
91823,1,0,Los Angeles,0.25,3/8/21
91824,0,0,Sacramento,0.35,3/23/21
91825,0,1,Los Angeles,0.6,3/21/21
91826,0,0,Los Angeles,0.7,3/22/21
91827,0,0,Los Angeles,0.2,3/28/21
91828,0,1,Los Angeles,0.65,3/4/21
91829,1,1,Los Angeles,0.75,3/4/21
91830,1,1,San Francisco,0.35,3/13/21
91831,0,0,Los Angeles,0.35,3/28/21
91832,1,1,Los Angeles,0.65,3/3/21
91833,0,1,San Francisco,0.85,3/20/21
91834,0,1,Los Angeles,0.65,3/2/21
91835,1,1,Los Angeles,0.45,3/28/21
91836,0,1,Sacramento,0.05,3/30/21
91837,0,1,San Francisco,0.3,3/25/21
91838,1,0,San Francisco,0.75,3/3/21
91839,0,0,San Francisco,0.35,3/18/21
91840,1,1,San Francisco,0.45,3/19/21
91841,1,1,Los Angeles,0.65,3/21/21
91842,0,1,Sacramento,0.75,3/14/21
91843,1,1,Los Angeles,0.1,3/21/21
91844,1,1,Los Angeles,0.8,3/24/21
91845,0,1,Los Angeles,0.85,3/16/21
91846,1,1,Los Angeles,0.75,3/20/21
91847,1,1,Los Angeles,0.7,3/12/21
91848,0,1,Los Angeles,0.8,3/28/21
91849,1,0,Los Angeles,0.3,3/8/21
91850,1,0,Los Angeles,0.8,3/2/21
91851,1,1,Los Angeles,0.65,3/28/21
91852,1,0,Sacramento,0.75,3/18/21
91853,0,1,Los Angeles,0.9,3/18/21
91854,0,0,Los Angeles,0.95,3/30/21
91855,0,1,Los Angeles,0.5,3/15/21
91856,1,1,San Francisco,0.3,3/14/21
91857,0,0,Los Angeles,0.1,3/26/21
91858,0,0,San Francisco,0.95,3/12/21
91859,0,1,Los Angeles,0.95,3/14/21
91860,0,1,Los Angeles,0.55,3/8/21
91861,1,0,San Francisco,0.85,3/23/21
91862,1,1,Los Angeles,0.95,3/25/21
91863,0,1,San Francisco,0.7,3/12/21
91864,0,1,Los Angeles,0.65,3/10/21
91865,1,1,Los Angeles,0.45,3/6/21
91866,1,1,Los Angeles,0.75,3/28/21
91867,1,0,Sacramento,0.45,3/17/21
91868,0,0,Los Angeles,0.55,3/9/21
91869,0,1,San Francisco,0.5,3/4/21
91870,0,0,Los Angeles,0.6,3/3/21
91871,0,0,Los Angeles,0.95,3/30/21
91872,0,0,Sacramento,0.75,3/15/21
91873,1,1,Los Angeles,0.75,3/17/21
91874,0,0,San Francisco,0.85,3/3/21
91875,0,0,San Francisco,0.8,3/25/21
91876,1,1,Los Angeles,0.25,3/7/21
91877,1,1,Los Angeles,0.6,3/15/21
91878,0,0,Sacramento,0.6,3/9/21
91879,1,1,Los Angeles,0.35,3/13/21
91880,1,0,San Francisco,0.75,3/13/21
91881,1,0,San Francisco,0.05,3/2/21
91882,1,1,San Francisco,0.6,3/20/21
91883,0,1,Los Angeles,0.6,3/17/21
91884,1,1,Los Angeles,0.6,3/7/21
91885,1,1,Los Angeles,0.6,3/9/21
91886,0,0,Los Angeles,0.5,3/7/21
91887,1,1,San Francisco,0.9,3/5/21
91888,0,1,Los Angeles,0.5,3/24/21
91889,0,0,Los Angeles,0.7,3/24/21
91890,1,1,San Francisco,0.95,3/5/21
91891,1,0,Los Angeles,0.3,3/3/21
91892,1,0,San Francisco,0.6,3/3/21
91893,0,0,San Francisco,0.3,3/22/21
91894,0,1,Los Angeles,0.9,3/20/21
91895,1,1,Los Angeles,0.4,3/4/21
91896,1,1,Los Angeles,0.95,3/9/21
91897,0,1,Los Angeles,0.2,3/30/21
91898,0,0,Los Angeles,0.6,3/17/21
91899,1,1,Los Angeles,0.5,3/27/21
91900,0,0,Los Angeles,0.15,3/3/21
91901,1,0,San Francisco,0.8,3/8/21
91902,1,0,Los Angeles,0.45,3/7/21
91903,0,1,Los Angeles,0.6,3/3/21
91904,0,1,San Francisco,0.05,3/18/21
91905,1,1,San Francisco,0.65,3/14/21
91906,1,0,Los Angeles,0.6,3/15/21
91907,0,1,Los Angeles,0.75,3/7/21
91908,0,1,Los Angeles,0.75,3/1/21
91909,0,1,Los Angeles,0.1,3/1/21
91910,0,1,San Francisco,0.95,3/16/21
91911,0,1,Los Angeles,0.05,3/30/21
91912,0,0,Sacramento,0.95,3/2/21
91913,1,0,Los Angeles,0.15,3/7/21
91914,0,1,Los Angeles,0.7,3/24/21
91915,1,1,Los Angeles,0.95,3/23/21
91916,0,1,Los Angeles,0.9,3/1/21
91917,1,0,Los Angeles,0.25,3/28/21
91918,1,0,San Francisco,0.25,3/15/21
91919,1,0,Los Angeles,0.55,3/17/21
91920,0,1,San Francisco,0.85,3/16/21
91921,0,0,Los Angeles,0.95,3/23/21
91922,1,1,Los Angeles,0.3,3/27/21
91923,0,1,San Francisco,0.1,3/18/21
91924,0,0,San Francisco,0.3,3/25/21
91925,0,1,San Francisco,0.05,3/22/21
91926,1,0,Los Angeles,0.8,3/9/21
91927,0,0,San Francisco,0.8,3/9/21
91928,1,1,Los Angeles,0.65,3/6/21
91929,0,0,Los Angeles,0.75,3/7/21
91930,1,1,Los Angeles,0.1,3/27/21
91931,1,0,San Francisco,0.45,3/29/21
91932,0,0,San Francisco,0.35,3/21/21
91933,0,1,San Francisco,0.45,3/14/21
91934,0,1,Sacramento,0.25,3/16/21
91935,0,0,San Francisco,0.6,3/21/21
91936,0,1,Los Angeles,0.1,3/2/21
91937,0,0,Los Angeles,0.3,3/18/21
91938,1,0,Los Angeles,0.45,3/23/21
91939,1,1,Los Angeles,0.65,3/4/21
91940,1,1,Los Angeles,0.9,3/7/21
91941,0,0,San Francisco,0.1,3/17/21
91942,1,1,Los Angeles,0.2,3/18/21
91943,1,0,Sacramento,0.05,3/17/21
91944,1,1,Los Angeles,0.05,3/22/21
91945,0,1,Los Angeles,0.7,3/29/21
91946,1,1,Los Angeles,0.7,3/29/21
91947,1,0,Los Angeles,0.95,3/4/21
91948,1,0,San Francisco,0.5,3/20/21
91949,0,1,Los Angeles,0.75,3/30/21
91950,0,1,Los Angeles,0.95,3/13/21
91951,1,1,Los Angeles,0.35,3/25/21
91952,1,1,Los Angeles,0.8,3/6/21
91953,1,0,Los Angeles,0.05,3/14/21
91954,0,0,Los Angeles,0.35,3/23/21
91955,1,0,San Francisco,0.2,3/1/21
91956,0,0,Los Angeles,0.3,3/21/21
91957,1,1,Los Angeles,0.85,3/10/21
91958,0,1,San Francisco,0.3,3/3/21
91959,0,1,Los Angeles,0.35,3/22/21
91960,0,0,Los Angeles,0.35,3/24/21
91961,1,1,Los Angeles,0.75,3/5/21
91962,1,1,Los Angeles,0.8,3/13/21
91963,0,1,Los Angeles,0.95,3/16/21
91964,0,0,Los Angeles,0.4,3/28/21
91965,0,1,Los Angeles,0.35,3/29/21
91966,0,0,San Francisco,0.45,3/14/21
91967,1,1,Los Angeles,0.45,3/13/21
91968,1,1,Los Angeles,0.4,3/3/21
91969,1,1,Los Angeles,0.9,3/1/21
91970,1,1,Los Angeles,0.6,3/26/21
91971,1,0,San Francisco,0.8,3/28/21
91972,0,1,San Francisco,0.5,3/5/21
91973,1,0,Los Angeles,0.4,3/21/21
91974,1,1,Sacramento,0.3,3/28/21
91975,1,0,Los Angeles,0.5,3/6/21
91976,1,1,Los Angeles,0.25,3/5/21
91977,0,1,San Francisco,0.75,3/7/21
91978,0,0,Los Angeles,0.65,3/12/21
91979,0,1,Los Angeles,0.7,3/21/21
91980,1,1,Los Angeles,0.8,3/8/21
91981,0,1,San Francisco,0.55,3/1/21
91982,1,1,Los Angeles,0.65,3/18/21
91983,1,1,Los Angeles,0.05,3/7/21
91984,0,1,Los Angeles,0.95,3/23/21
91985,0,1,Los Angeles,0.95,3/7/21
91986,1,1,San Francisco,0.8,3/24/21
91987,0,1,Los Angeles,0.95,3/23/21
91988,0,1,Los Angeles,0.8,3/8/21
91989,0,1,San Francisco,0.45,3/16/21
91990,0,1,Los Angeles,0.45,3/8/21
91991,0,1,Los Angeles,0.9,3/3/21
91992,1,0,Los Angeles,0.9,3/13/21
91993,0,1,Los Angeles,0.2,3/8/21
91994,0,1,Los Angeles,0.6,3/3/21
91995,0,1,Sacramento,0.75,3/3/21
91996,1,0,Sacramento,0.25,3/4/21
91997,1,0,San Francisco,0.65,3/13/21
91998,1,1,San Francisco,0.6,3/3/21
91999,0,1,San Francisco,0.6,3/3/21
92000,0,1,San Francisco,0.6,3/30/21
92001,1,0,Sacramento,0.3,3/16/21
92002,1,0,Los Angeles,0.55,3/8/21
92003,0,0,San Francisco,0.75,3/4/21
92004,1,1,Los Angeles,0.3,3/22/21
92005,0,0,San Francisco,0.75,3/6/21
92006,1,0,San Francisco,0.5,3/23/21
92007,0,0,San Francisco,0.95,3/26/21
92008,1,1,Los Angeles,0.9,3/2/21
92009,1,1,Los Angeles,0.9,3/3/21
92010,1,1,San Francisco,0.55,3/7/21
92011,0,1,Los Angeles,0.8,3/21/21
92012,0,0,Los Angeles,0.8,3/5/21
92013,1,0,San Francisco,0.95,3/9/21
92014,1,0,Sacramento,0.55,3/7/21
92015,1,0,Los Angeles,0.85,3/3/21
92016,1,1,Los Angeles,0.1,3/3/21
92017,0,0,San Francisco,0.95,3/18/21
92018,1,1,Sacramento,0.35,3/8/21
92019,1,1,Los Angeles,0.75,3/25/21
92021,1,0,Los Angeles,0.85,3/3/21
92021,1,1,Los Angeles,0.9,3/24/21
92022,0,1,San Francisco,0.75,3/15/21
92023,1,1,Los Angeles,0.6,3/14/21
92024,1,1,Los Angeles,0.1,3/26/21
92025,0,1,Los Angeles,0.2,3/1/21
92026,0,1,Los Angeles,0.1,3/13/21
92027,1,1,Los Angeles,0.95,3/4/21
92028,1,1,Los Angeles,0.65,3/4/21
92029,1,1,Los Angeles,0.1,3/23/21
92030,0,1,Los Angeles,0.45,3/29/21
92031,1,1,San Francisco,0.3,3/18/21
92032,0,1,Los Angeles,0.85,3/7/21
92033,0,1,San Francisco,0.1,3/25/21
92034,0,0,Los Angeles,0.7,3/1/21
92035,0,0,San Francisco,0.4,3/13/21
92036,0,1,Sacramento,0.3,3/2/21
92037,0,1,Los Angeles,0.55,3/13/21
92038,0,0,Los Angeles,0.1,3/5/21
92039,1,0,Los Angeles,0.7,3/6/21
92040,1,1,Los Angeles,0.5,3/2/21
92041,1,1,Los Angeles,0.65,3/5/21
92042,0,1,Los Angeles,0.2,3/25/21
92043,1,1,Los Angeles,0.15,3/20/21
92044,0,0,San Francisco,0.9,3/2/21
92045,0,0,San Francisco,0.75,3/10/21
92046,1,1,Los Angeles,0.95,3/29/21
92047,1,1,Los Angeles,0.55,3/3/21
92048,0,0,Sacramento,0.8,3/19/21
92049,0,1,Los Angeles,0.95,3/1/21
92050,0,1,Los Angeles,0.85,3/5/21
92051,1,0,Los Angeles,0.65,3/16/21
92052,1,1,Los Angeles,0.5,3/1/21
92053,0,0,San Francisco,0.65,3/17/21
92054,1,1,San Francisco,0.1,3/3/21
92055,1,0,Los Angeles,0.1,3/4/21
92056,0,1,Los Angeles,0.7,3/20/21
92057,1,0,San Francisco,0.5,3/27/21
92058,0,1,Los Angeles,0.9,3/5/21
92059,0,1,Los Angeles,0.65,3/3/21
92060,0,0,San Francisco,0.9,3/2/21
92061,1,0,San Francisco,0.65,3/1/21
92062,0,1,San Francisco,0.9,3/4/21
92063,1,0,Los Angeles,0.9,3/2/21
92064,1,1,Los Angeles,0.65,3/13/21
92065,1,1,San Francisco,0.4,3/15/21
92066,1,0,San Francisco,0.7,3/4/21
92067,0,1,Los Angeles,0.55,3/9/21
92068,0,1,Los Angeles,0.75,3/28/21
92069,0,1,San Francisco,0.25,3/17/21
92070,1,1,Los Angeles,0.35,3/15/21
92071,1,0,San Francisco,0.05,3/17/21
92072,1,1,Los Angeles,0.8,3/6/21
92073,0,0,Sacramento,0.85,3/4/21
92074,0,1,Los Angeles,0.9,3/27/21
92075,1,0,Los Angeles,0.95,3/20/21
92076,0,1,Los Angeles,0.5,3/29/21
92077,1,0,San Francisco,0.95,3/7/21
92078,0,1,Los Angeles,0.6,3/9/21
92079,0,0,Los Angeles,0.9,3/7/21
92080,1,0,San Francisco,0.15,3/2/21
92081,0,1,Los Angeles,0.35,3/18/21
92082,0,0,Sacramento,0.75,3/13/21
92083,0,1,Sacramento,0.55,3/14/21
92084,0,1,Los Angeles,0.9,3/8/21
92085,1,0,Los Angeles,0.65,3/19/21
92086,1,0,Los Angeles,0.5,3/24/21
92087,1,1,Los Angeles,0.65,3/27/21
92088,1,0,San Francisco,0.35,3/3/21
92089,1,1,San Francisco,0.1,3/14/21
92090,1,0,Sacramento,0.1,3/4/21
92091,0,1,Los Angeles,0.6,3/26/21
92092,0,0,San Francisco,0.8,3/29/21
92093,0,1,San Francisco,0.6,3/9/21
92094,1,0,Los Angeles,0.8,3/21/21
92095,1,1,Los Angeles,0.3,3/26/21
92096,0,1,Los Angeles,0.85,3/21/21
92097,0,0,Los Angeles,0.05,3/7/21
92098,1,1,Los Angeles,0.9,3/18/21
92099,0,1,Los Angeles,0.75,3/29/21
92100,1,0,Los Angeles,0.35,3/8/21
92101,1,1,Los Angeles,0.15,3/10/21
92102,0,0,Sacramento,0.3,3/5/21
92103,0,0,Los Angeles,0.45,3/12/21
92104,1,1,Los Angeles,0.9,3/13/21
92105,0,1,Los Angeles,0.75,3/1/21
92106,1,0,Los Angeles,0.65,3/27/21
92107,0,0,Sacramento,0.9,3/5/21
92108,1,1,Los Angeles,0.55,3/28/21
92109,1,0,San Francisco,0.2,3/8/21
92110,1,0,Los Angeles,0.2,3/2/21
92111,1,1,Los Angeles,0.5,3/14/21
92112,0,0,Los Angeles,0.2,3/6/21
92113,1,1,Los Angeles,0.6,3/13/21
92114,0,0,San Francisco,0.4,3/26/21
92115,1,0,Los Angeles,0.9,3/25/21
92116,0,1,San Francisco,0.8,3/12/21
92117,0,1,Los Angeles,0.7,3/17/21
92118,1,0,Sacramento,0.95,3/28/21
92119,1,0,San Francisco,0.4,3/1/21
92120,0,1,Los Angeles,0.75,3/17/21
92121,0,0,Sacramento,0.3,3/10/21
92122,0,0,San Francisco,0.9,3/6/21
92123,1,1,San Francisco,0.05,3/23/21
92124,1,1,Los Angeles,0.95,3/20/21
92125,0,1,Los Angeles,0.85,3/3/21
92126,0,1,Los Angeles,0.3,3/24/21
92127,0,0,Los Angeles,0.15,3/19/21
92128,0,0,Los Angeles,0.25,3/16/21
92129,1,1,Sacramento,0.85,3/6/21
92130,1,1,Los Angeles,0.7,3/13/21
92131,1,0,Los Angeles,0.3,3/16/21
92132,1,1,Sacramento,0.15,3/6/21
92133,0,0,Los Angeles,0.9,3/29/21
92134,1,1,Los Angeles,0.5,3/15/21
92135,1,0,Los Angeles,0.9,3/25/21
92136,1,1,Los Angeles,0.9,3/29/21
92137,1,1,San Francisco,0.15,3/29/21
92138,1,0,Los Angeles,0.6,3/3/21
92139,1,0,San Francisco,0.95,3/22/21
92140,1,0,Los Angeles,0.85,3/8/21
92141,0,0,Los Angeles,0.35,3/27/21
92142,0,1,Sacramento,0.55,3/12/21
92143,0,0,San Francisco,0.55,3/14/21
92144,1,1,Los Angeles,0.25,3/6/21
92145,0,1,Los Angeles,0.95,3/1/21
92146,1,1,Los Angeles,0.7,3/4/21
92147,1,1,Los Angeles,0.55,3/10/21
92148,0,1,Los Angeles,0.6,3/26/21
92149,1,0,San Francisco,0.35,3/30/21
92150,1,0,San Francisco,0.6,3/16/21
92151,0,1,Los Angeles,0.9,3/21/21
92152,0,1,Los Angeles,0.75,3/5/21
92153,1,1,Sacramento,0.15,3/7/21
92154,1,1,Los Angeles,0.6,3/16/21
92155,1,0,Los Angeles,0.25,3/26/21
92156,0,1,Los Angeles,0.65,3/14/21
92157,1,1,Los Angeles,0.6,3/28/21
92158,0,1,San Francisco,0.25,3/12/21
92159,0,0,San Francisco,0.85,3/3/21
92160,0,0,Los Angeles,0.55,3/14/21
92161,0,0,San Francisco,0.65,3/5/21
92162,1,1,San Francisco,0.8,3/13/21
92163,1,1,San Francisco,0.05,3/15/21
92164,1,1,Los Angeles,0.9,3/15/21
92165,0,1,Los Angeles,0.65,3/16/21
92166,1,0,San Francisco,0.35,3/15/21
92167,1,1,Los Angeles,0.45,3/19/21
92168,0,0,San Francisco,0.35,3/19/21
92169,1,0,San Francisco,0.55,3/26/21
92170,0,0,Sacramento,0.85,3/16/21
92171,1,1,Los Angeles,0.8,3/3/21
92172,1,1,Los Angeles,0.45,3/7/21
92173,1,1,San Francisco,0.5,3/18/21
92174,1,1,Sacramento,0.5,3/28/21
92175,1,1,Los Angeles,0.65,3/21/21
92176,1,1,Los Angeles,0.6,3/3/21
92177,0,1,San Francisco,0.8,3/1/21
92178,0,1,San Francisco,0.7,3/5/21
92179,0,1,Los Angeles,0.2,3/29/21
92180,0,1,Los Angeles,0.8,3/10/21
92181,0,0,Los Angeles,0.55,3/3/21
92182,0,0,San Francisco,0.45,3/2/21
92183,1,1,Los Angeles,0.4,3/24/21
92184,1,1,Los Angeles,0.75,3/1/21
92185,0,1,Los Angeles,0.85,3/21/21
92186,1,1,Los Angeles,0.65,3/14/21
92187,1,1,San Francisco,0.65,3/28/21
92188,0,0,Sacramento,0.4,3/6/21
92189,0,0,Los Angeles,0.5,3/20/21
92190,1,1,San Francisco,0.6,3/21/21
92191,0,0,Los Angeles,0.8,3/4/21
92192,0,1,Los Angeles,0.55,3/26/21
92193,1,1,Los Angeles,0.3,3/12/21
92194,0,1,Los Angeles,0.55,3/23/21
92195,0,1,Los Angeles,0.75,3/19/21
92196,1,1,San Francisco,0.25,3/18/21
92197,1,0,Los Angeles,0.5,3/3/21
92198,0,1,Los Angeles,0.9,3/27/21
92199,1,1,Los Angeles,0.8,3/12/21
92200,1,0,Los Angeles,0.9,3/10/21
92201,0,0,San Francisco,0.8,3/27/21
92202,1,1,Los Angeles,0.75,3/10/21
92203,1,0,Los Angeles,0.8,3/5/21
92204,0,0,San Francisco,0.3,3/5/21
92205,0,0,Sacramento,0.65,3/19/21
92206,1,0,San Francisco,0.5,3/29/21
92207,1,0,Los Angeles,0.65,3/2/21
92208,0,1,Los Angeles,0.45,3/16/21
92209,0,0,San Francisco,0.95,3/13/21
92210,1,1,Los Angeles,0.7,3/18/21
92211,1,1,Los Angeles,0.55,3/22/21
92212,1,1,Los Angeles,0.2,3/20/21
92213,1,1,Los Angeles,0.75,3/3/21
92214,0,0,San Francisco,0.65,3/9/21
92215,1,1,Los Angeles,0.9,3/10/21
92216,1,1,Los Angeles,0.9,3/3/21
92217,1,1,Los Angeles,0.85,3/13/21
92218,0,0,Sacramento,0.95,3/5/21
92219,1,0,San Francisco,0.3,3/27/21
92220,0,0,Sacramento,0.35,3/2/21
92221,0,0,San Francisco,0.6,3/16/21
92222,0,0,Los Angeles,0.6,3/29/21
92223,1,1,Los Angeles,0.6,3/24/21
92224,0,0,Los Angeles,0.95,3/30/21
92225,1,1,Los Angeles,0.95,3/12/21
92226,1,1,San Francisco,0.2,3/1/21
92227,0,0,San Francisco,0.8,3/4/21
92228,0,1,San Francisco,0.25,3/30/21
92229,0,0,San Francisco,0.35,3/14/21
92230,0,1,Los Angeles,0.5,3/5/21
92231,0,0,Los Angeles,0.85,3/26/21
92232,0,1,Sacramento,0.95,3/23/21
92233,0,1,Los Angeles,0.75,3/28/21
92234,0,1,San Francisco,0.05,3/4/21
92235,0,0,Sacramento,0.05,3/10/21
92236,0,0,San Francisco,0.3,3/14/21
92237,0,1,San Francisco,0.3,3/14/21
92238,1,1,Los Angeles,0.95,3/3/21
92239,1,0,Sacramento,0.15,3/2/21
92240,0,1,Los Angeles,0.95,3/14/21
92241,1,0,San Francisco,0.8,3/27/21
92242,1,1,Los Angeles,0.65,3/3/21
92243,0,1,Los Angeles,0.1,3/2/21
92244,0,0,San Francisco,0.1,3/22/21
92245,1,0,San Francisco,0.8,3/22/21
92246,1,1,San Francisco,0.75,3/21/21
92247,1,0,Los Angeles,0.7,3/28/21
92248,0,1,San Francisco,0.65,3/17/21
92249,1,0,Los Angeles,0.4,3/26/21
92250,0,1,Los Angeles,0.7,3/15/21
92251,1,1,San Francisco,0.8,3/5/21
92252,0,1,Los Angeles,0.8,3/8/21
92253,1,1,Los Angeles,0.8,3/4/21
92254,0,1,Los Angeles,0.9,3/25/21
92255,0,0,Los Angeles,0.1,3/29/21
92256,0,0,Los Angeles,0.15,3/24/21
92257,0,0,Los Angeles,0.2,3/20/21
92258,1,0,San Francisco,0.95,3/3/21
92259,1,0,Los Angeles,0.3,3/6/21
92260,0,1,Sacramento,0.6,3/10/21
92261,0,1,Los Angeles,0.75,3/6/21
92262,1,0,San Francisco,0.1,3/25/21
92263,1,0,Los Angeles,0.7,3/12/21
92264,1,0,San Francisco,0.1,3/7/21
92265,1,1,Sacramento,0.1,3/16/21
92266,0,0,Sacramento,0.25,3/4/21
92267,0,1,Los Angeles,0.5,3/2/21
92268,1,0,Sacramento,0.4,3/7/21
92269,0,0,Los Angeles,0.1,3/12/21
92270,1,0,Los Angeles,0.9,3/10/21
92271,1,1,Los Angeles,0.85,3/28/21
92272,1,0,Sacramento,0.95,3/12/21
92273,1,1,San Francisco,0.4,3/15/21
92274,1,1,San Francisco,0.5,3/22/21
92275,1,1,Sacramento,0.7,3/20/21
92276,1,0,San Francisco,0.45,3/4/21
92277,0,1,Sacramento,0.9,3/1/21
92278,1,1,Los Angeles,0.6,3/8/21
92279,1,1,San Francisco,0.7,3/28/21
92280,1,1,Los Angeles,0.55,3/26/21
92281,1,1,San Francisco,0.3,3/16/21
92282,1,0,San Francisco,0.35,3/14/21
92283,1,1,Los Angeles,0.35,3/2/21
92284,1,1,Los Angeles,0.65,3/29/21
92285,1,1,San Francisco,0.5,3/3/21
92286,0,0,San Francisco,0.7,3/27/21
92287,0,1,San Francisco,0.75,3/15/21
92288,1,1,Los Angeles,0.7,3/18/21
92289,0,1,Los Angeles,0.05,3/19/21
92290,0,0,Los Angeles,0.5,3/1/21
92291,1,1,Los Angeles,0.4,3/8/21
92292,0,1,Los Angeles,0.75,3/4/21
92293,0,0,Los Angeles,0.8,3/8/21
92294,1,1,San Francisco,0.35,3/29/21
92295,0,1,Los Angeles,0.6,3/16/21
92296,0,1,San Francisco,0.5,3/3/21
92297,0,1,Los Angeles,0.8,3/10/21
92298,1,0,Sacramento,0.8,3/18/21
92299,0,1,Los Angeles,0.7,3/13/21
92300,0,1,San Francisco,0.55,3/12/21
92301,1,1,Sacramento,0.25,3/15/21
92302,1,1,Los Angeles,0.85,3/16/21
92303,0,1,Los Angeles,0.6,3/12/21
92304,1,1,Los Angeles,0.7,3/4/21
92305,1,0,Sacramento,0.25,3/20/21
92306,1,1,Los Angeles,0.7,3/4/21
92307,0,1,Los Angeles,0.1,3/23/21
92308,0,0,Sacramento,0.45,3/22/21
92309,0,0,Los Angeles,0.85,3/3/21
92310,0,1,Los Angeles,0.75,3/2/21
92311,0,1,San Francisco,0.95,3/7/21
92312,1,0,Los Angeles,0.9,3/14/21
92313,0,1,Los Angeles,0.15,3/4/21
92314,1,0,San Francisco,0.65,3/10/21
92315,1,1,San Francisco,0.2,3/3/21
92316,0,1,Los Angeles,0.95,3/4/21
92317,0,0,Los Angeles,0.25,3/19/21
92318,0,0,San Francisco,0.35,3/1/21
92319,1,1,Los Angeles,0.15,3/22/21
92320,1,0,Los Angeles,0.25,3/3/21
92321,1,1,Los Angeles,0.95,3/6/21
92322,0,1,Los Angeles,0.95,3/3/21
92323,1,1,San Francisco,0.8,3/16/21
92324,1,1,San Francisco,0.45,3/16/21
92325,0,0,Los Angeles,0.35,3/6/21
92326,1,1,Sacramento,0.8,3/5/21
92327,1,1,Los Angeles,0.75,3/6/21
92328,1,1,San Francisco,0.75,3/1/21
92329,1,1,Los Angeles,0.6,3/5/21
92330,0,0,Los Angeles,0.4,3/19/21
92331,1,1,Los Angeles,0.65,3/21/21
92332,0,0,Sacramento,0.75,3/20/21
92333,1,1,Los Angeles,0.75,3/18/21
92334,0,1,Los Angeles,0.9,3/26/21
92335,0,0,Los Angeles,0.8,3/5/21
92336,1,1,San Francisco,0.85,3/3/21
92337,0,1,Sacramento,0.85,3/15/21
92338,0,1,Sacramento,0.9,3/20/21
92339,0,1,San Francisco,0.8,3/4/21
92340,0,1,San Francisco,0.25,3/18/21
92341,1,1,Los Angeles,0.25,3/24/21
92342,0,1,San Francisco,0.2,3/6/21
92343,0,1,Los Angeles,0.95,3/8/21
92344,0,1,San Francisco,0.6,3/22/21
92345,1,0,Sacramento,0.9,3/28/21
92346,0,1,Los Angeles,0.15,3/19/21
92347,0,1,Los Angeles,0.95,3/19/21
92348,1,0,Los Angeles,0.9,3/30/21
92349,0,0,San Francisco,0.8,3/3/21
92350,0,1,Los Angeles,0.55,3/12/21
92351,1,0,Los Angeles,0.55,3/20/21
92352,0,0,San Francisco,0.4,3/10/21
92353,1,0,Los Angeles,0.9,3/8/21
92354,1,1,San Francisco,0.6,3/14/21
92355,1,0,Los Angeles,0.4,3/4/21
92356,0,1,San Francisco,0.45,3/15/21
92357,1,0,Los Angeles,0.05,3/12/21
92358,0,1,Los Angeles,0.6,3/30/21
92359,0,1,Sacramento,0.6,3/6/21
92360,1,1,San Francisco,0.7,3/12/21
92361,0,0,San Francisco,0.4,3/5/21
92362,0,1,Los Angeles,0.75,3/21/21
92363,0,1,San Francisco,0.5,3/21/21
92364,0,1,San Francisco,0.85,3/21/21
92365,1,0,San Francisco,0.8,3/16/21
92366,0,0,Los Angeles,0.6,3/18/21
92367,0,1,Los Angeles,0.85,3/17/21
92368,1,1,Los Angeles,0.9,3/22/21
92369,1,1,San Francisco,0.9,3/3/21
92370,1,0,Sacramento,0.85,3/3/21
92371,0,1,San Francisco,0.5,3/21/21
92372,0,0,San Francisco,0.95,3/24/21
92373,0,1,Los Angeles,0.4,3/13/21
92374,1,1,Los Angeles,0.75,3/13/21
92375,1,0,San Francisco,0.9,3/27/21
92376,0,1,Los Angeles,0.9,3/14/21
92377,1,1,Los Angeles,0.65,3/29/21
92378,0,0,San Francisco,0.85,3/22/21
92379,1,1,San Francisco,0.85,3/14/21
92380,0,0,San Francisco,0.25,3/6/21
92381,1,0,San Francisco,0.4,3/22/21
92382,1,0,San Francisco,0.55,3/17/21
92383,0,0,Los Angeles,0.75,3/4/21
92384,1,0,Los Angeles,0.95,3/3/21
92385,0,1,Los Angeles,0.85,3/12/21
92386,1,0,San Francisco,0.15,3/21/21
92387,1,0,San Francisco,0.9,3/29/21
92388,1,1,Los Angeles,0.35,3/13/21
92389,0,1,San Francisco,0.85,3/7/21
92390,1,1,Los Angeles,0.45,3/22/21
