economy,wbcodev2,Region,Income group,reportyr,WBL INDEX,GOING PLACES,Can a woman apply for a passport in the same way as a man?,Can a woman legally travel outside the country in the same way as a man?,Can a woman legally travel outside her home in the same way as a man?,Can a woman legally choose where to live in the same way as a man?,STARTING A JOB,Can a woman get a job or pursue a trade or profession in the same way as a man?,Does the law mandate nondiscrimination based on gender in employment?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,GETTING PAID,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,"Can women work in jobs deemed hazardous, arduous or morally inappropriate in the same way as men?",Are women able to work in the same industries as men?,GETTING MARRIED,Is a married woman not legally required to obey her husband?,Can a woman be head of household or head of family in the same way as a man?,Is there domestic violence legislation?,Can a woman obtain a judgment of divorce in the same way as a man?,Do women have the same rights to remarry as men?,HAVING CHILDREN,Is there paid leave of at least 14 weeks available to women?,"Does the government pay 100% of maternity leave benefits, or parental leave benefits (where maternity leave is unavailable)?",Is there paid paternity leave?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,RUNNING A BUSINESS,Can a woman legally sign a contract in the same way as a man?,Can a woman legally register a business in the same way as a  man?,Can a  woman legally open a bank account in the same way as a man?,Does the law prohibit discrimination by creditors on the basis of sex or gender?,MANAGING ASSETS,Do men and married women have equal ownership rights to property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,GETTING A PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Does the law establish explicit pension care credits for periods of childcare?
Philippines,PHL,East Asia & Pacific,Lower middle income,2013,81.25,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,80,No,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Philippines,PHL,East Asia & Pacific,Lower middle income,2014,81.25,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,80,No,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Philippines,PHL,East Asia & Pacific,Lower middle income,2015,81.25,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,80,No,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Philippines,PHL,East Asia & Pacific,Lower middle income,2016,81.25,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,80,No,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Philippines,PHL,East Asia & Pacific,Lower middle income,2017,81.25,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,80,No,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Philippines,PHL,East Asia & Pacific,Lower middle income,2018,81.25,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,80,No,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Poland,POL,High income: OECD,High income,2009,79.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2010,79.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2011,81.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2012,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2013,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2014,85,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2015,87.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2016,87.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2017,87.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Poland,POL,High income: OECD,High income,2018,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2009,95,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,80,Yes,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2010,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2011,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2012,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2013,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2014,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2015,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2016,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2017,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Portugal,PRT,High income: OECD,High income,2018,97.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2009,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2010,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2011,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2012,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2013,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2014,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2015,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2016,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2017,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Puerto Rico (U.S.),PRI,Latin America & Caribbean,High income,2018,81.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2009,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2010,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2011,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2012,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2013,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2014,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2015,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2016,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2017,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Qatar,QAT,Middle East & North Africa,High income,2018,32.5,25,Yes,No,No,No,0,No,No,No,No,50,No,Yes,No,Yes,20,No,Yes,No,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Romania,ROU,Europe & Central Asia,Upper middle income,2009,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2010,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2011,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2012,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2013,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2014,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2015,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2016,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2017,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Romania,ROU,Europe & Central Asia,Upper middle income,2018,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,No,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2009,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2010,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2011,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2012,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2013,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2014,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2015,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2016,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2017,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2018,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Rwanda,RWA,Sub-Saharan Africa,Low income,2009,66.25,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2010,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2011,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2012,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2013,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2014,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2015,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2016,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2017,75,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,No,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Rwanda,RWA,Sub-Saharan Africa,Low income,2018,80.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2009,56.88,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
